module_id,module_code,module_title,group_code,group_title,measure_id,measure_code,measure_title,responsible,lifecycle_stage,security_component,submeasure_code,submeasure_letter,submeasure_body,assignees,security_codes
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,18f57d284e4f8e7bfbb4ba085dd7c131,GRC.7.M1,GRC.7.M1 Auditite ja läbivaatuste vastutaja määramine,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M1.a,a,"Organisatsiooni juhtkond on määranud vastutaja, kes:
koostab läbivaatuse tegevusplaani ja valib meeskonna;
vajadusel tellib välise vastavusauditi ja haldab välise vastavusauditi lepingut;
on kontaktpunktiks kõigile osapooltele läbivaatuse või auditi toimumise ajal;
korraldab audiitoritega suhtluse ja infovahetuse protseduurid.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,7275e4f3d28a82c0d131e529408c23e1,GRC.7.M2,GRC.7.M2 Läbivaatuse teostamise kord,Organisatsiooni juhtkond,Käitamine,,GRC.7.M2.a,a,"Enne läbivaatuse alustamist lepitakse kokku läbivaatuse käsitlusala, eesmärgid ja läbiviija(d).",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,7275e4f3d28a82c0d131e529408c23e1,GRC.7.M2,GRC.7.M2 Läbivaatuse teostamise kord,Organisatsiooni juhtkond,Käitamine,,GRC.7.M2.b,b,"Läbivaatuse tegevused hõlmavad IT- ja infoturbe dokumentatsiooni asja- ja ajakohasuse kontrolle, intervjuusid, meetmete toimimise teste ja paikvaatluseid.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,7275e4f3d28a82c0d131e529408c23e1,GRC.7.M2,GRC.7.M2 Läbivaatuse teostamise kord,Organisatsiooni juhtkond,Käitamine,,GRC.7.M2.d,d,Läbivaatuse protseduurid ja leiud dokumenteeritakse.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,7275e4f3d28a82c0d131e529408c23e1,GRC.7.M2,GRC.7.M2 Läbivaatuse teostamise kord,Organisatsiooni juhtkond,Käitamine,,GRC.7.M2.e,e,Läbivaatuse läbiviijatele on tagatud läbivaatuseks vajalikud juurdepääsud ja pääsuõigused.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,895fa215d24c2ba350a6f6249ed66513,GRC.7.M5,GRC.7.M5 Lõimimine infoturbeprotsessi,Infoturbejuht,Käitamine,,GRC.7.M5.a,a,Regulaarseid auditeid ja läbivaatusi käsitletakse osana organisatsiooni infoturbe halduse süsteemist ja turbeprotsessist ning need algatatakse infoturbe halduse süsteemi toimimise kontrolliks ja võimalike parenduskohtade tuvastamiseks.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,895fa215d24c2ba350a6f6249ed66513,GRC.7.M5,GRC.7.M5 Lõimimine infoturbeprotsessi,Infoturbejuht,Käitamine,,GRC.7.M5.b,b,Auditite ja läbivaatuste tulemusi kasutatakse infoturbe halduse süsteemi täiustamiseks.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,895fa215d24c2ba350a6f6249ed66513,GRC.7.M5,GRC.7.M5 Lõimimine infoturbeprotsessi,Infoturbejuht,Käitamine,,GRC.7.M5.c,c,Auditite ja läbivaatuste tulemused ja puuduste kõrvaldamise ning kvaliteedi parandamisega seotud tegevused esitatakse regulaarselt organisatsiooni juhtkonnale.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,d6b31596daaa10b8fd1376994ea64248,GRC.7.M9,GRC.7.M9 Läbivaatuse teostajate valimine,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M9.b,b,"Läbivaatuse teostajad valitakse lähtudes kontrollivaldkonnast, läbivaatuse mahuhinnangutest ja kontrolliobjektide asukohtadest.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,d6b31596daaa10b8fd1376994ea64248,GRC.7.M9,GRC.7.M9 Läbivaatuse teostajate valimine,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M9.c,c,Läbivaatuse teostajad on sobiva kvalifikatsiooniga ja kontrollitava valdkonna suhtes neutraalsed ning sõltumatud.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,d55c467c73f4e9fdb59d68e528aa5df1,GRC.7.M21,GRC.7.M21 Infoturbe halduse taseme regulaarne hindamine,Infoturbejuht,Käitamine,,GRC.7.M21.a,a,Infoturbe halduse küpsustaset hinnatakse organisatsiooni poolt keskselt kehtestatud infoturbe enesehindamise mõõdikuga.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,d55c467c73f4e9fdb59d68e528aa5df1,GRC.7.M21,GRC.7.M21 Infoturbe halduse taseme regulaarne hindamine,Infoturbejuht,Käitamine,,GRC.7.M21.b,b,Infoturbe enesehindamise tulemeid kasutatakse läbivaatuste plaanimiseks ja esitatakse juhtkondlikes aruannetes.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,d55c467c73f4e9fdb59d68e528aa5df1,GRC.7.M21,GRC.7.M21 Infoturbe halduse taseme regulaarne hindamine,Infoturbejuht,Käitamine,,GRC.7.M21.d,d,Enesehinnangu sisendi õigsuse kontroll on osa infoturbe läbivaatuse tegevustest.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,4a1fda632bb6dd3494186e9b1fd9f278,GRC.7.M24,GRC.7.M24 Auditijärgne juurdepääsude piiramine,Infoturbejuht,Käitamine,,GRC.7.M24.a,a,Läbivaatuste ja auditite aktiivsete tegevuste lõppedes tühistatakse selleks antud juurdepääsuõigused viivitusteta. Õigused tühistatakse ka väliste vastavusauditite audititsükli vahepealsetel perioodidel.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,4a1fda632bb6dd3494186e9b1fd9f278,GRC.7.M24,GRC.7.M24 Auditijärgne juurdepääsude piiramine,Infoturbejuht,Käitamine,,GRC.7.M24.b,b,Läbivaatuste ja auditite tarbeks jagatud materjalid küsitakse tagasi või hävitatakse kokkulepitud protseduuri alusel.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,3dcbc180e3cceea11473aa1c21b0d01a,GRC.7.M25,GRC.7.M25 Auditi ja läbivaatuse järeltoimingud,Organisatsiooni juhtkond,Käitamine,,GRC.7.M25.a,a,Juhtkond on tutvunud auditite ja läbivaatuste tulemitega.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,3dcbc180e3cceea11473aa1c21b0d01a,GRC.7.M25,GRC.7.M25 Auditi ja läbivaatuse järeltoimingud,Organisatsiooni juhtkond,Käitamine,,GRC.7.M25.b,b,"Auditite ja läbivaatuste leiud on läbi vaadatud asjasse puutuvate osapoolte poolt. Tähelepanekutest, riskihinnangutest ja soovitustest lähtudes on kavandatud kohesed ja pikemaajalised parendustegevused.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,3dcbc180e3cceea11473aa1c21b0d01a,GRC.7.M25,GRC.7.M25 Auditi ja läbivaatuse järeltoimingud,Organisatsiooni juhtkond,Käitamine,,GRC.7.M25.c,c,Osapooltega kokku lepitud parendustegevused on kantud infoturbe meetmete rakendusplaani.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,3dcbc180e3cceea11473aa1c21b0d01a,GRC.7.M25,GRC.7.M25 Auditi ja läbivaatuse järeltoimingud,Organisatsiooni juhtkond,Käitamine,,GRC.7.M25.d,d,Eelnevate auditite ja läbivaatuste leidude parendustegevustele on läbiviidud järelkontroll. Välise vastavusauditi korral on kokku lepitud mõistliku ajaperioodi järgselt tehtav piiratud käsitlusalaga järelaudit.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,3dcbc180e3cceea11473aa1c21b0d01a,GRC.7.M25,GRC.7.M25 Auditi ja läbivaatuse järeltoimingud,Organisatsiooni juhtkond,Käitamine,,GRC.7.M25.e,e,Välise vastavusauditi järeldusotsus on edastatud Riigi Infosüsteemi Ametile 30 päeva jooksul selle kättesaamisest.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,3dcbc180e3cceea11473aa1c21b0d01a,GRC.7.M25,GRC.7.M25 Auditi ja läbivaatuse järeltoimingud,Organisatsiooni juhtkond,Käitamine,,GRC.7.M25.f,f,Auditite ja läbivaatuste tulemusi ja leide kasutatakse sisendina riskihalduseks ning infoturbe halduse süsteemi täiustamiseks.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,720e988cffcf334dda294d60ae581b03,GRC.7.M27,GRC.7.M27 Auditite ja läbivaatuste dokumentide säilitamine ja arhiveerimine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M27.a,a,"Auditikava, auditiplaane ning auditite ja läbivaatuste dokumente säilitatakse vastavalt õigusaktide või sise-eeskirjade nõuetele.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,720e988cffcf334dda294d60ae581b03,GRC.7.M27,GRC.7.M27 Auditite ja läbivaatuste dokumentide säilitamine ja arhiveerimine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M27.c,c,Auditite aruannetele omavad juurdepääsu üksnes pääsuõigusega isikud.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.2,3.2 Põhimeetmed,720e988cffcf334dda294d60ae581b03,GRC.7.M27,GRC.7.M27 Auditite ja läbivaatuste dokumentide säilitamine ja arhiveerimine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M27.d,d,Pärast arhiveerimistähtaja möödumist hävitatakse asjakohased dokumendid vastavalt kokkulepitud korrale.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,d9c3714373853c9bf2833289089d3f8e,GRC.7.M3,GRC.7.M3 Välise vastavusauditi korraldamine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M3.a,a,Organisatsioon on tuvastanud regulatsioonidest lähtuva välise auditi kohustuse ja edastanud kõigile asjaosalistele vastavusauditi aluseks oleva standardi nõuded.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,d9c3714373853c9bf2833289089d3f8e,GRC.7.M3,GRC.7.M3 Välise vastavusauditi korraldamine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M3.b,b,Välise vastavusauditi läbiviimise algatab organisatsiooni juhtkond.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,d9c3714373853c9bf2833289089d3f8e,GRC.7.M3,GRC.7.M3 Välise vastavusauditi korraldamine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M3.c,c,Väline vastavusaudit tellitakse organisatsioonist ja organisatsiooni protsessidest sõltumatult audiitorettevõttelt.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,d9c3714373853c9bf2833289089d3f8e,GRC.7.M3,GRC.7.M3 Välise vastavusauditi korraldamine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M3.g,g,Organisatsioon on määratlenud ja audiitoritele edastanud auditi käsitlusala ja muu auditiplaani koostamiseks vajaliku teabe.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,d9c3714373853c9bf2833289089d3f8e,GRC.7.M3,GRC.7.M3 Välise vastavusauditi korraldamine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M3.h,h,Organisatsioon sõlmib enne tundlikele andmetele juurdepääsu andmist audiitoritega konfidentsiaalsuslepingu.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,d9c3714373853c9bf2833289089d3f8e,GRC.7.M3,GRC.7.M3 Välise vastavusauditi korraldamine,Organisatsiooni juhtkond,Käitamine,,GRC.7.M3.i,i,Organisatsioon on täitnud auditi edukaks läbimiseks vajalikud eeldused.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,365ac8636a7ea7fac8e794ff099dd5c1,GRC.7.M6,GRC.7.M6 Ühtse kontrolliraamistiku ja hindamissüsteemi kehtestamine,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M6.a,a,Auditite ja läbivaatuste läbiviimiseks on kehtestatud ühtsetel alustel põhinev kontrolliraamistik ja hindamissüsteem.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,365ac8636a7ea7fac8e794ff099dd5c1,GRC.7.M6,GRC.7.M6 Ühtse kontrolliraamistiku ja hindamissüsteemi kehtestamine,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M6.b,b,IT- ja infoturbe auditid ja läbivaatused on osa organisatsiooni üldisest kvaliteedihalduse süsteemist.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,365ac8636a7ea7fac8e794ff099dd5c1,GRC.7.M6,GRC.7.M6 Ühtse kontrolliraamistiku ja hindamissüsteemi kehtestamine,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M6.c,c,Infoturbe auditite tulemusi käsitletakse ja hallatakse teiste valdkondade audititega (nt finantsaudit) samadel alustel.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,fc2f9d41c0533b0fa879fdb9144829a0,GRC.7.M7,GRC.7.M7 Auditite ja läbivaatuste pikaajaline kava,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M7.a,a,"Organisatsioon koostab riskipõhiselt kolmeks aastaks etteulatuva auditite ja läbivaatuste kava, mis hõlmab kõiki infoturbe halduse süsteemi valdkondi.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,fc2f9d41c0533b0fa879fdb9144829a0,GRC.7.M7,GRC.7.M7 Auditite ja läbivaatuste pikaajaline kava,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M7.b,b,Auditite ja läbivaatuste kavas esitatakse organisatsiooni ja infoturbe eesmärkidest tulenevad kontrollieesmärgid.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,fc2f9d41c0533b0fa879fdb9144829a0,GRC.7.M7,GRC.7.M7 Auditite ja läbivaatuste pikaajaline kava,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M7.d,d,"Läbivaatuste kava korrigeeritakse vastavalt muutuvatele riskihinnangutele (muutused organisatsioonis, kaitsetarbes, varades, ohuprognoosides).",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,e71f7fe9104c64ee210335ea474b9134,GRC.7.M10,GRC.7.M10 Läbivaatuse plaanimine,IT-juht,Kavandamine,,GRC.7.M10.a,a,"Läbivaatuse plaan sisaldab järgmisi tegevusi:
avakoosolek (läbivaatusel osalejate, eesmärkide ja tingimuste tutvustamine);
detailne tegevusplaan etappide kaupa (ajalised piirid, ressursid);
käsitlusala dokumentatsiooni ja protseduuridega tutvumine;
käsitlusala poliitikate, eeskirjade ja juhendite täitmise kontroll;
infoturbe meetmete rakendatuse seisu pisteline kontroll;
tulemite hindamine (kogutud tõendusmaterjali analüüs, vajaduse täiendava materjali küsimine, lõpphinnangu koostamine);
lõpukoosolek (tulemuste tutvustamine ja edasiste tegevuste plaanimine).",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,e71f7fe9104c64ee210335ea474b9134,GRC.7.M10,GRC.7.M10 Läbivaatuse plaanimine,IT-juht,Kavandamine,,GRC.7.M10.d,d,Läbivaatuse plaanis kajastatakse iga tegevuse kavandatav aeg ja osalejad.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,be4f96919050ec75d3a7a0c4b55830d8,GRC.7.M28,GRC.7.M28 Audiitori täiendav taustakontroll,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M28.a,a,"Kui auditi käigus võivad audiitorid saada ligipääsu väga tundlikule teabele, tehakse audiitorile taustakontroll.",Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,be4f96919050ec75d3a7a0c4b55830d8,GRC.7.M28,GRC.7.M28 Audiitori täiendav taustakontroll,Organisatsiooni juhtkond,Kavandamine,,GRC.7.M28.c,c,Põhjendatud juhtudel on organisatsioonil õigus taotleda audiitori väljavahetamist.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,6d96682e6b1cad766e1beb841e6d7555,GRC.7.M29,GRC.7.M29 Automaatkontrollid pideva vastavuse jälgimiseks,Organisatsiooni juhtkond,Käitamine,,GRC.7.M29.a,a,Organisatsioon on tuvastanud ja rakendanud infoturbe seisundi hindamist ja läbivaatusi lihtsustavad automaatkontrollid.,Organisatsiooni juhtkond,
982ac15c4a71ff03c1e31be1786c86b9,GRC.7,GRC.7: Auditid ja läbivaatused,3.3,3.3 Standardmeetmed,6d96682e6b1cad766e1beb841e6d7555,GRC.7.M29,GRC.7.M29 Automaatkontrollid pideva vastavuse jälgimiseks,Organisatsiooni juhtkond,Käitamine,,GRC.7.M29.b,b,"On välja töötatud protsess automaatkontrollide haldamiseks (uuendamine, integreerimine, alarmide käsitlemine).",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,ce564c700131546a7eabb3986dfdde25,GRC.4.M1,GRC.4.M1 Isikuandmete kaitse kavandamine,Organisatsiooni juhtkond,Kavandamine,I,GRC.4.M1.a,a,"Organisatsioon on kaardistanud ja dokumenteerinud töödeldavate isikuandmete kategooriad, nende laadi ja mahu, töötlemise eesmärgid ning kõik asukohad ja süsteemid, kus isikuandmeid säilitatakse või muul viisil töödeldakse.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,ce564c700131546a7eabb3986dfdde25,GRC.4.M1,GRC.4.M1 Isikuandmete kaitse kavandamine,Organisatsiooni juhtkond,Kavandamine,I,GRC.4.M1.b,b,"Organisatsioon on tuvastanud andmekaitsenõuded ja -kohustused, mis tulenevad kohalduvatest õigusaktidest ning kolmandate osapooltega sõlmitud lepingutest.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,ce564c700131546a7eabb3986dfdde25,GRC.4.M1,GRC.4.M1 Isikuandmete kaitse kavandamine,Organisatsiooni juhtkond,Kavandamine,I,GRC.4.M1.c,c,"Organisatsioon on kehtestanud asjakohased korralduslikud ja tehnilised infoturbemeetmed, lähtudes isikuandmete kaitsetarbest, ning määranud vastutajad nende meetmete rakendamise ja toimivuse tagamiseks.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,08bd4841f5c1809bc8a178f5a904c6d6,GRC.4.M2,GRC.4.M2 Andmekaitsespetsialisti määramine,Organisatsiooni juhtkond,Kavandamine,,GRC.4.M2.a,a,"Organisatsiooni juhtkond on määranud andmekaitsespetsialisti, kui seda nõuab IKÜM artikkel 37, isikuandmete kaitse seaduse § 40 või muu asjakohane õigusakt.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,08bd4841f5c1809bc8a178f5a904c6d6,GRC.4.M2,GRC.4.M2 Andmekaitsespetsialisti määramine,Organisatsiooni juhtkond,Kavandamine,,GRC.4.M2.b,b,"Organisatsioon tagab, et andmekaitsespetsialist saab regulaarselt täiendada oma teadmisi koolituste kaudu ning püsida kursis andmekaitsevaldkonna arengute ja suundumustega.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,08bd4841f5c1809bc8a178f5a904c6d6,GRC.4.M2,GRC.4.M2 Andmekaitsespetsialisti määramine,Organisatsiooni juhtkond,Kavandamine,,GRC.4.M2.c,c,Organisatsioon tagab andmekaitsespetsialisti õigeaegse ja nõuetekohase kaasamise kõigisse isikuandmete kaitsega seotud küsimustesse.,Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,d1cdda2e4f34cd0534132138aa27a6d0,GRC.4.M3,GRC.4.M3 Isikuandmete töötluse kaardistamine,Organisatsiooni juhtkond,Käitamine,,GRC.4.M3.a,a,Organisatsioon on kaardistanud isikuandmete töötlemise kogu andmete elutsükli ulatuses.,Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,d1cdda2e4f34cd0534132138aa27a6d0,GRC.4.M3,GRC.4.M3 Isikuandmete töötluse kaardistamine,Organisatsiooni juhtkond,Käitamine,,GRC.4.M3.b,b,Kaardistamise tulemused on dokumenteeritud isikuandmete töötlemise ülevaates.,Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,e0cd52c778439df21da392137b9ebaf7,GRC.4.M4,GRC.4.M4 Andmekaitsejuhiste väljatöötamine,Organisatsiooni juhtkond,Kavandamine,,GRC.4.M4.a,a,"Organisatsioon on välja töötanud ja kirjeldanud isikuandmetele juurdepääsu andmise põhimõtted ning isikuandmete kogumise, töötlemise, säilitamise ja kustutamise alused.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,e0cd52c778439df21da392137b9ebaf7,GRC.4.M4,GRC.4.M4 Andmekaitsejuhiste väljatöötamine,Organisatsiooni juhtkond,Kavandamine,,GRC.4.M4.c,c,Andmekaitsejuhised sätestavad organisatsiooni töötajate vastutuse isikuandmete kaitse tagamisel.,Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,e0cd52c778439df21da392137b9ebaf7,GRC.4.M4,GRC.4.M4 Andmekaitsejuhiste väljatöötamine,Organisatsiooni juhtkond,Kavandamine,,GRC.4.M4.d,d,Andmekaitsejuhised sisaldavad organisatsiooni töötajatele suunatud tegevusjuhiseid isikuandmete turvalisust mõjutavate intsidentidele ja andmesubjektide pöördumistele reageerimiseks.,Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,e8dcbd4579fe1cae0242f32fa43dc9c3,GRC.4.M5,GRC.4.M5 Töötajate andmekaitsealase teadlikkuse tõstmine,Organisatsiooni juhtkond,Käitamine,,GRC.4.M5.a,a,"Organisatsioonis on korraldatud regulaarselt andmekaitsealast nõustamist ja koolitusi, kaasates selleks vajadusel ka väliseid eksperte.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,e8dcbd4579fe1cae0242f32fa43dc9c3,GRC.4.M5,GRC.4.M5 Töötajate andmekaitsealase teadlikkuse tõstmine,Organisatsiooni juhtkond,Käitamine,,GRC.4.M5.b,b,"Organisatsioon on kontrollinud töötajate teadlikkust regulaarselt, näiteks testide kaudu, mis sisaldavad andmekaitsealaseid küsimusi ja tüüpolukordade lahendamist.",Organisatsiooni juhtkond,
3014dfbee9ce0ae56d7f763880a9c2b0,GRC.4,GRC.4: Isikuandmete kaitse,3.2,3.2 Põhimeetmed,e8dcbd4579fe1cae0242f32fa43dc9c3,GRC.4.M5,GRC.4.M5 Töötajate andmekaitsealase teadlikkuse tõstmine,Organisatsiooni juhtkond,Käitamine,,GRC.4.M5.c,c,Töötajaid on teavitatud võimalikest andmetöötluse väärkasutustest ning nende vastutusest isikuandmete kaitse nõuete rikkumise korral.,Organisatsiooni juhtkond,
